,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),Class_cleaned,Order_transformed
236,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,aura,Turkey vulture,4015.0,4015.0,39.0,,2.0,1.0,,60.0,,2200.0,0.126,20.8,unknown,medium,acceptable,,,,,,Birds,Accipitriformes
237,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Coragyps,atratus,Black vulture,2920.0,2920.0,35.0,,2.0,1.0,,70.0,,2270.0,0.1,25.5,wild,medium,acceptable,,,,,,Birds,Accipitriformes
238,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,californianus,California condor,2190.0,2190.0,57.0,,1.0,2.0,,185.3,,11175.0,,45.0,wild,medium,acceptable,,,,,,Birds,Accipitriformes
239,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Sarcoramphus,papa,King vulture,,,57.0,,,,,,,3405.0,0.078,40.0,captivity,small,acceptable,,,,,,Birds,Accipitriformes
240,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Vultur,gryphus,Andean condor,2555.0,2555.0,56.0,,1.0,,,,,10500.0,0.078,79.0,captivity,medium,acceptable,,,,,,Birds,Accipitriformes
241,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,haliaetus,Osprey,1095.0,1095.0,38.0,,3.0,1.0,,50.3,,1362.0,0.172,32.0,wild,medium,acceptable,0.6,,,,,Birds,Accipitriformes
243,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,sponsa,Wood duck,365.0,365.0,31.0,,12.0,2.0,,23.7,,452.8,,22.5,wild,large,acceptable,,,2.247,448.0,,Birds,Anseriformes
244,Animalia,Chordata,Aves,Anseriformes,Anatidae,Alopochen,aegyptiaca,Egyptian goose,730.0,730.0,29.0,,7.0,,,,,1900.0,,25.5,captivity,small,acceptable,,,,,,Birds,Anseriformes
245,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,acuta,Northern pintail,240.0,240.0,22.0,,7.5,1.0,,26.0,,721.0,,27.4,wild,large,acceptable,,,,,,Birds,Anseriformes
246,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,americana,American wigeon,365.0,365.0,23.0,,9.0,1.0,,24.0,,793.8,,21.3,wild,large,acceptable,,,,,,Birds,Anseriformes
248,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,clypeata,Northern shoveler,240.0,240.0,23.0,,11.0,1.0,,23.0,,613.0,,22.6,wild,medium,acceptable,,,3.9209,554.0,,Birds,Anseriformes
249,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,crecca,Green-winged teal,180.0,180.0,22.0,,10.0,1.0,,15.0,,343.8,,27.1,wild,medium,acceptable,,,1.6838799999999998,250.0,,Birds,Anseriformes
250,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,cyanoptera,Cinnamon teal,365.0,365.0,23.0,,10.0,1.5,,18.2,,411.0,,12.9,wild,medium,acceptable,,,,,,Birds,Anseriformes
251,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,discors,Blue-winged teal,240.0,240.0,24.0,,10.0,1.0,,18.3,,420.0,,23.2,wild,large,acceptable,,,,,,Birds,Anseriformes
252,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,fulvigula,Mottled duck,365.0,365.0,26.0,,10.0,1.0,,32.9,,950.0,,20.0,captivity,small,acceptable,,,,,,Birds,Anseriformes
253,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,laysanensis,Laysan duck,365.0,365.0,28.0,,3.8,1.0,,26.0,,500.0,,12.0,wild,small,acceptable,,,,,,Birds,Anseriformes
254,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,penelope,Eurasian wigeon,365.0,365.0,24.0,,8.0,,,,,660.0,,35.2,wild,medium,acceptable,,,2.8538,723.0,,Birds,Anseriformes
255,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,Mallard,365.0,365.0,26.0,,9.0,1.0,,32.8,,1048.1,0.12,29.1,unknown,medium,acceptable,,,4.0680000000000005,1020.0,,Birds,Anseriformes
256,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,querquedula,Garganey,365.0,365.0,,,,,,,,326.0,,14.7,wild,medium,acceptable,,,,,,Birds,Anseriformes
257,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,rubripes,American black duck,365.0,365.0,28.0,,9.0,1.0,,32.0,,998.7,0.084,26.6,wild,large,acceptable,,,3.6076,904.0,,Birds,Anseriformes
258,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,strepera,Gadwall,240.0,240.0,26.0,,10.0,1.0,,35.6,,791.0,0.115,28.0,unknown,medium,acceptable,,,,,,Birds,Anseriformes
259,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,albifrons,Greater white-fronted goose,1095.0,1095.0,27.0,,5.0,1.0,,90.3,,2681.0,,47.0,captivity,medium,acceptable,,,,,,Birds,Anseriformes
260,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,anser,Greylag goose,1095.0,1095.0,,,,,,,,3308.5,0.10400000000000001,31.0,captivity,large,high,,,,,,Birds,Anseriformes
261,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,brachyrhynchus,Pink-footed goose,1095.0,1095.0,,,,,,,,2645.0,,40.9,wild,medium,acceptable,,,,,,Birds,Anseriformes
262,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,fabalis,Bean goose,1095.0,1095.0,28.0,,4.0,,,,,3348.0,,25.6,wild,medium,acceptable,,,,,,Birds,Anseriformes
263,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,affinis,Lesser scaup,365.0,365.0,24.0,,10.0,1.0,,30.8,,787.0,0.091,18.3,wild,large,acceptable,,,,,,Birds,Anseriformes
264,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,americana,Redhead,365.0,365.0,26.0,,13.0,1.0,,37.6,,1077.3,0.08900000000000001,22.6,wild,large,acceptable,,,,,,Birds,Anseriformes
265,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,collaris,Ring-necked duck,365.0,365.0,27.0,,9.0,1.0,,29.3,,737.0,,20.4,wild,large,acceptable,,,,,,Birds,Anseriformes
266,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ferina,Common pochard,365.0,365.0,,,,,,,,823.0,,23.2,wild,medium,acceptable,,,,,,Birds,Anseriformes
267,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,fuligula,Tufted duck,365.0,365.0,,,,,,,,701.5,0.14400000000000002,45.2,wild,medium,acceptable,,,,,,Birds,Anseriformes
268,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,marila,Greater scaup,365.0,365.0,26.0,,9.0,1.0,,46.3,,928.5,,22.1,wild,large,acceptable,,,,,,Birds,Anseriformes
269,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,valisineria,Canvasback,240.0,240.0,24.0,,9.0,1.0,,44.7,,1208.8,0.087,29.5,wild,large,acceptable,,,,,,Birds,Anseriformes
270,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,bernicla,Brent goose,730.0,730.0,24.0,,4.0,1.0,,43.6,,1163.2,0.08,28.8,wild,large,acceptable,,,,,,Birds,Anseriformes
271,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,canadensis,Canada goose,730.0,730.0,26.0,,5.0,1.0,,85.5,,3200.0,0.113,42.0,unknown,medium,acceptable,,,,,,Birds,Anseriformes
273,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,leucopsis,Barnacle goose,730.0,730.0,,,,,,,,1687.0,,28.2,wild,medium,acceptable,,,,,,Birds,Anseriformes
274,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,sandvicensis,Hawaiian goose,912.0,730.0,30.0,,4.0,1.0,,90.8,,2150.0,,42.0,wild,medium,acceptable,,,,,,Birds,Anseriformes
275,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,albeola,Bufflehead,730.0,730.0,30.0,,8.0,1.0,,23.8,,400.0,,18.7,wild,medium,acceptable,,,,,,Birds,Anseriformes
276,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,clangula,Common goldeneye,730.0,730.0,30.0,,10.0,1.0,,38.1,,895.86,,18.4,wild,medium,acceptable,0.4,,,,,Birds,Anseriformes
277,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,islandica,Barrow's goldeneye,730.0,730.0,29.0,,11.0,1.0,,,,957.15,,18.0,wild,medium,acceptable,,,,,,Birds,Anseriformes
280,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chen,caerulescens,Snow goose,730.0,730.0,24.0,,4.0,1.0,,95.0,,2806.65,0.078,27.5,wild,large,acceptable,,,,,,Birds,Anseriformes
281,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chen,canagica,Emperor goose,365.0,365.0,24.0,,4.9,1.0,,81.8,,2148.0,,12.0,wild,small,acceptable,,,,,,Birds,Anseriformes
282,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chen,rossii,Ross's goose,570.0,570.0,21.0,,4.0,1.0,,65.0,,1715.0,,22.5,wild,large,acceptable,,,,,,Birds,Anseriformes
283,Animalia,Chordata,Aves,Anseriformes,Anatidae,Clangula,hyemalis,Oldsquaw,730.0,730.0,24.0,,7.0,1.0,,25.0,,872.0,,22.7,wild,small,acceptable,,,,,,Birds,Anseriformes
285,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,buccinator,Trumpeter swan,730.0,730.0,35.0,,5.0,1.0,,220.0,,13000.0,,32.5,captivity,small,acceptable,,,,,,Birds,Anseriformes
286,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,columbianus,Tundra swan,730.0,730.0,31.0,,4.0,1.0,,179.0,,6350.0,,24.1,wild,medium,acceptable,,,,,,Birds,Anseriformes
287,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,cygnus,Whooper swan,1460.0,1460.0,,,,,,,,9350.0,,26.5,wild,medium,acceptable,,,,,,Birds,Anseriformes
288,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,olor,Mute swan,1095.0,1095.0,36.0,,5.3,1.0,,225.0,,8300.0,0.08,70.0,captivity,large,acceptable,0.1,,,,,Birds,Anseriformes
289,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,autumnalis,Black-bellied whistling duck,365.0,365.0,27.0,,14.0,1.0,,30.8,,828.0,0.17,8.2,wild,small,acceptable,,,,,,Birds,Anseriformes
291,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,viduata,White-faced whistling duck,,,27.0,,8.0,,,,,610.0,,12.0,captivity,large,acceptable,,,,,,Birds,Anseriformes
292,Animalia,Chordata,Aves,Anseriformes,Anatidae,Histrionicus,histrionicus,Harlequin duck,365.0,365.0,28.0,,6.0,1.0,,32.9,,561.25,,14.6,wild,medium,acceptable,,,,,,Birds,Anseriformes
293,Animalia,Chordata,Aves,Anseriformes,Anatidae,Lophodytes,cucullatus,Hooded merganser,730.0,730.0,31.0,,11.0,1.0,,31.0,,634.375,,15.7,captivity,medium,acceptable,,,,,,Birds,Anseriformes
294,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,fusca,White-winged scoter,730.0,730.0,28.0,,11.0,1.0,,54.5,,1360.8,,21.4,wild,medium,acceptable,,,,,,Birds,Anseriformes
295,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,nigra,Black scoter,730.0,730.0,29.0,,9.0,1.0,,43.2,,1052.2,,16.8,wild,medium,acceptable,,,,,,Birds,Anseriformes
296,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,perspicillata,Surf scoter,730.0,730.0,,,,,,,,1097.5,,9.5,wild,tiny,acceptable,,,,,,Birds,Anseriformes
298,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,merganser,Common merganser,730.0,730.0,30.0,,10.0,1.0,,46.2,,1445.0,,14.8,wild,medium,acceptable,,,,,,Birds,Anseriformes
299,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,serrator,Red-breasted merganser,730.0,730.0,32.0,,10.0,1.0,,,,1020.6,0.063,21.3,wild,small,acceptable,,,,,,Birds,Anseriformes
300,Animalia,Chordata,Aves,Anseriformes,Anatidae,Netta,rufina,Red-crested pochard,365.0,365.0,,,,,,,,1118.0,,8.8,wild,medium,acceptable,,,,,,Birds,Anseriformes
302,Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,jamaicensis,Ruddy duck,365.0,365.0,23.0,,8.0,1.0,,43.0,,542.0,,13.6,wild,medium,acceptable,,,,,,Birds,Anseriformes
304,Animalia,Chordata,Aves,Anseriformes,Anatidae,Polysticta,stelleri,Steller's eider,730.0,730.0,26.0,,8.0,1.0,,,,907.2,,23.0,wild,medium,acceptable,,,,,,Birds,Anseriformes
306,Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,mollissima,Common eider,730.0,730.0,28.0,,4.0,1.0,,76.4,,2130.0,0.061,37.8,wild,medium,acceptable,,,,,,Birds,Anseriformes
308,Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,tadorna,Common shelduck,730.0,730.0,,,,,,,,1152.0,0.07400000000000001,24.8,wild,medium,acceptable,,,,,,Birds,Anseriformes
309,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aeronautes,saxatalis,White-throated swift,,,24.0,,4.0,1.0,,,,31.0,,10.0,wild,medium,acceptable,,,,,,Birds,Apodiformes
310,Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus,apus,Common swift,730.0,730.0,,,,,,,,37.6,0.262,21.1,wild,medium,acceptable,0.1,5.0,0.4372,44.9,,Birds,Apodiformes
311,Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus,melba,Alpine swift,730.0,730.0,,,,,,,,102.7,,26.0,wild,medium,acceptable,,,,,,Birds,Apodiformes
312,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,pelagica,Chimney swift,365.0,365.0,20.0,,4.5,1.0,,1.25,,22.8,0.345,15.0,wild,large,acceptable,,,,,,Birds,Apodiformes
314,Animalia,Chordata,Aves,Apodiformes,Apodidae,Cypseloides,niger,Black swift,365.0,365.0,24.0,,1.0,1.0,,3.3,,45.0,,16.1,wild,medium,acceptable,,,,,,Birds,Apodiformes
317,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,alexandri,Black-chinned hummingbird,365.0,365.0,,,2.0,,,,,3.0,,11.2,wild,small,acceptable,,,,,,Birds,Apodiformes
318,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,colubris,Ruby-throated hummingbird,365.0,365.0,13.0,,2.0,2.0,,0.62,,3.1,,9.1,wild,small,acceptable,,,0.07832,3.2,,Birds,Apodiformes
319,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calothorax,lucifer,Lucifer hummingbird,,,15.0,,2.0,2.0,,,,3.3,,4.1,wild,medium,acceptable,,,,,,Birds,Apodiformes
320,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,anna,Anna's hummingbird,365.0,365.0,16.0,,2.0,2.0,,,,4.4,,8.5,wild,tiny,acceptable,,,0.1175,4.8,,Birds,Apodiformes
321,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,costae,Costa's hummingbird,,,16.0,,2.0,1.0,,,,3.1,,6.0,unknown,medium,acceptable,,,,,,Birds,Apodiformes
322,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Cynanthus,latirostris,Broad-billed hummingbird,365.0,365.0,17.0,,2.0,,,,,3.3,,8.8,wild,medium,acceptable,,,,,,Birds,Apodiformes
323,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Eugenes,fulgens,Magnificent hummingbird,365.0,365.0,14.0,,2.0,,,,,8.1,,11.0,wild,medium,acceptable,,,,,,Birds,Apodiformes
324,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,clemenciae,Blue-throated hummingbird,365.0,,18.0,,2.0,2.0,,,,7.6,0.462,12.0,unknown,medium,acceptable,,,,,,Birds,Apodiformes
326,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,platycercus,Broad-tailed hummingbird,365.0,365.0,16.0,,2.0,2.0,,0.4,,4.2,,14.0,unknown,medium,acceptable,0.25,,,,,Birds,Apodiformes
327,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,rufus,Rufous hummingbird,365.0,365.0,16.0,,2.0,1.0,,,,3.5,0.38,8.9,wild,small,acceptable,,,0.06853,3.8,,Birds,Apodiformes
329,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,calliope,Calliope hummingbird,365.0,365.0,15.0,,2.0,,,,,2.6,,7.0,wild,tiny,acceptable,,,0.06853,3.0,,Birds,Apodiformes
330,Animalia,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,australis,Brown kiwi,,,75.0,,1.0,,,325.0,,2600.0,0.0312,35.0,captivity,small,acceptable,,,4.029,2380.0,,Birds,Apterygiformes
335,Animalia,Chordata,Aves,Bucerotiformes,Upupidae,Upupa,epops,Eurasian hoopoe,365.0,365.0,,,,,,,,67.1,,11.1,wild,medium,acceptable,,,,,,Birds,Bucerotiformes
336,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,carolinensis,Chuck-will's-widow,,,20.0,,2.5,1.0,,,,115.0,,14.8,wild,medium,acceptable,,,,,,Birds,Caprimulgiformes
337,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,europaeus,Eurasian nightjar,365.0,365.0,,,,,,,,67.0,,11.9,wild,medium,acceptable,,,,,,Birds,Caprimulgiformes
339,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,vociferus,Whip-poor-will,,,19.0,,2.0,2.0,,5.4,,54.0,,15.0,wild,tiny,acceptable,,,,,,Birds,Caprimulgiformes
340,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Common nighthawk,,,19.0,,2.0,1.0,,5.95,,79.3,,10.0,wild,small,acceptable,,,0.4421,72.0,,Birds,Caprimulgiformes
346,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,cristatella,Crested auklet,1095.0,1095.0,34.0,,1.0,1.0,,,,289.0,0.19699999999999998,10.8,wild,medium,acceptable,,,,,,Birds,Charadriiformes
347,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,pusilla,Least auklet,1095.0,1095.0,30.0,,1.0,1.0,,,,96.0,0.221,8.1,wild,medium,acceptable,,,,,,Birds,Charadriiformes
348,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,pygmaea,Whiskered auklet,,1095.0,,,1.0,,,,,120.0,,15.0,wild,medium,acceptable,,,,,,Birds,Charadriiformes
349,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,torda,Razorbill,1460.0,1460.0,36.0,,1.0,1.0,,63.8,,726.0,0.285,42.0,wild,small,acceptable,,,,,,Birds,Charadriiformes
350,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,marmoratus,Marbled murrelet,730.0,730.0,,,,,,,,222.0,,10.0,wild,medium,acceptable,,,,,,Birds,Charadriiformes
351,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,columba,Pigeon guillemot,1095.0,1095.0,31.0,,2.0,,,43.7,,483.8,0.156,15.2,wild,medium,acceptable,,,,,,Birds,Charadriiformes
352,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,grylle,Black guillemot,1095.0,1095.0,25.0,,2.0,1.0,,33.0,,427.5,,29.9,wild,small,acceptable,,,,,,Birds,Charadriiformes
353,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cerorhinca,monocerata,Rhinoceros auklet,1095.0,1095.0,45.0,,1.0,1.0,,54.5,,544.1,0.098,28.2,wild,small,acceptable,,,,,,Birds,Charadriiformes
354,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Fratercula,arctica,Atlantic puffin,1460.0,1460.0,42.0,,1.0,1.0,,39.7,,490.5,0.145,40.8,wild,small,acceptable,,,,,,Birds,Charadriiformes
355,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Ptychoramphus,aleuticus,Cassin's auklet,730.0,730.0,,,,,,,,184.0,,16.2,wild,medium,acceptable,,,,,,Birds,Charadriiformes
357,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Synthliboramphus,hypoleucus,Xantus' murrelet,730.0,730.0,34.0,,2.0,1.0,,24.8,,167.0,,15.0,wild,medium,acceptable,,,,,,Birds,Charadriiformes
358,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Uria,aalge,Common murre,1825.0,1825.0,31.0,,1.0,1.0,,,,992.0,0.201,42.8,wild,large,acceptable,,,6.8224,956.0,,Birds,Charadriiformes
359,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Uria,lomvia,Thick-billed murre,1862.0,2081.0,33.0,,1.0,1.0,,70.4,,964.0,0.212,29.0,wild,medium,acceptable,,,6.8224,989.0,,Birds,Charadriiformes
361,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,alexandrinus,Snowy plover,310.0,331.0,24.0,,3.0,,,6.0,,37.0,,19.0,wild,medium,acceptable,,,,,,Birds,Charadriiformes
362,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,dubius,Little ringed plover,730.0,730.0,,,,,,,,38.7,0.138,13.0,wild,medium,acceptable,,,0.41600000000000004,36.0,,Birds,Charadriiformes
363,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,hiaticula,Common ringed plover,365.0,365.0,,,,,,,,64.0,0.177,20.8,wild,medium,acceptable,,,,,,Birds,Charadriiformes
364,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,melodus,Piping plover,365.0,365.0,28.0,,4.0,1.0,,6.75,,49.0,0.152,14.0,wild,medium,acceptable,,,,,,Birds,Charadriiformes
365,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,montanus,Mountain plover,365.0,365.0,,,6.0,,,,,100.0,,10.0,wild,medium,acceptable,,,,,,Birds,Charadriiformes
367,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,semipalmatus,Semipalmated plover,912.0,912.0,24.0,,4.0,1.0,,6.52,,52.0,,9.2,wild,small,acceptable,,,,,,Birds,Charadriiformes
368,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,vociferus,Killdeer,365.0,365.0,24.0,,4.0,,,9.85,,88.0,,10.9,wild,small,acceptable,,,,,,Birds,Charadriiformes
369,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,apricaria,European golden-plover and greater golden-plover,730.0,730.0,,,,,,,,214.0,0.12,12.8,wild,medium,acceptable,,,,,,Birds,Charadriiformes
371,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,fulva,Pacific golden-plover,365.0,365.0,,,,,,,,135.0,,21.3,wild,small,acceptable,,,,,,Birds,Charadriiformes
372,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,squatarola,Black-bellied plover,730.0,730.0,27.0,,4.0,1.0,,21.4,,224.0,,25.6,wild,medium,acceptable,,,,,,Birds,Charadriiformes
373,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,armatus,Blacksmith lapwing,,,29.0,,,,,,,156.0,,18.6,captivity,medium,acceptable,,,,,,Birds,Charadriiformes
375,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,vanellus,Northern lapwing,730.0,730.0,24.0,,4.0,,,,,218.5,0.114,24.5,wild,medium,acceptable,0.2,6.0,,,,Birds,Charadriiformes
376,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,bachmani,Black oystercatcher,1825.0,1825.0,26.0,,2.0,1.0,,34.0,,670.0,,16.0,wild,tiny,acceptable,,,,,,Birds,Charadriiformes
377,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,ostralegus,Eurasian oystercatcher,1095.0,1095.0,,,,,,,,480.0,0.11900000000000001,43.3,wild,medium,acceptable,,,2.91,449.0,,Birds,Charadriiformes
378,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,palliatus,American oystercatcher,1095.0,1095.0,27.0,,2.0,1.0,,37.3,,565.0,,17.0,wild,small,acceptable,,,,,,Birds,Charadriiformes
379,Animalia,Chordata,Aves,Charadriiformes,Laridae,Anous,minutus,Black noddy,730.0,730.0,34.0,,1.0,1.0,,16.8,,110.4,0.192,27.1,wild,medium,acceptable,,,,,,Birds,Charadriiformes
380,Animalia,Chordata,Aves,Charadriiformes,Laridae,Anous,stolidus,Noddy tern,1095.0,1460.0,35.0,,1.0,1.0,,24.8,,178.0,0.145,26.2,wild,medium,acceptable,,,0.788095,138.7,,Birds,Charadriiformes
381,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,niger,Black tern,730.0,730.0,21.0,,3.0,,,7.25,,60.0,0.374,21.0,wild,tiny,acceptable,,,,,,Birds,Charadriiformes
382,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,genei,Slender-billed gull,730.0,730.0,,,,,,,,281.0,,31.7,wild,medium,acceptable,,,,,,Birds,Charadriiformes
383,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,ridibundus,Black-headed gull,730.0,730.0,22.0,,3.0,,,,,306.0,0.248,32.9,wild,medium,acceptable,,,,,,Birds,Charadriiformes
384,Animalia,Chordata,Aves,Charadriiformes,Laridae,Gelochelidon,nilotica,Gull-billed tern,1825.0,1825.0,22.0,,3.0,1.0,,21.4,,221.0,,16.0,wild,small,acceptable,,,,,,Birds,Charadriiformes
385,Animalia,Chordata,Aves,Charadriiformes,Laridae,Gygis,alba,Fairy tern,1764.0,1764.0,36.0,,1.0,,,13.0,,98.1,0.094,35.9,wild,medium,acceptable,,,0.8223600000000001,98.1,,Birds,Charadriiformes
386,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydrocoloeus,minutus,Little gull,730.0,730.0,21.0,,3.0,,,,,119.0,0.273,20.9,wild,medium,acceptable,,,,,,Birds,Charadriiformes
387,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydroprogne,caspia,Caspian tern,1095.0,1095.0,21.0,,2.0,1.0,,48.5,,644.0,0.19399999999999998,30.0,wild,medium,acceptable,,,,,,Birds,Charadriiformes
388,Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,audouinii,Audouin's gull,1095.0,1095.0,,,,,,,,535.0,0.18,20.9,wild,medium,acceptable,,,,,,Birds,Charadriiformes
390,Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,melanocephalus,Mediterranean gull,1095.0,1095.0,,,,,,,,256.0,,22.1,wild,medium,acceptable,,,,,,Birds,Charadriiformes
391,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larosterna,inca,Inca tern,,,28.0,,,,,,,219.0,,26.0,captivity,large,acceptable,,,,,,Birds,Charadriiformes
392,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,argentatus,Herring gull,1825.0,1460.0,26.0,,3.0,1.0,,67.5,,1094.0,0.155,49.0,unknown,medium,acceptable,0.004,6.0,4.817,1000.0,,Birds,Charadriiformes
